gene_id	transcript_id	cds_length	exon_length	unspliced_length
ENSG00000160216	ENST00000445582	384.0	582	52882
ENSG00000160216	ENST00000448287	238.0	454	100764
ENSG00000160216	ENST00000448845	115.0	392	12791
ENSG00000160216	ENST00000457068	767.0	924	24541
ENSG00000160216	ENST00000546158	1128.0	2199	28170
ENSG00000160218	ENST00000291574	3777.0	6986	94244
ENSG00000160218	ENST00000380221	828.0	1763	47944
ENSG00000160218	ENST00000422875	795.0	5267	92409
ENSG00000160221	ENST00000291577	804.0	1584	12029
ENSG00000160221	ENST00000348499	711.0	1506	12044
ENSG00000160221	ENST00000389690	672.0	694	7639
ENSG00000160221	ENST00000419699	572.0	674	9605
ENSG00000160221	ENST00000427803	651.0	1077	7800
ENSG00000160221	ENST00000449622	552.0	1401	58385
ENSG00000160221	ENST00000644251	489.0	1531	69455
ENSG00000160221	ENST00000645487	171.0	1185	64283
ENSG00000160221	ENST00000646873	568.0	2265	74040
ENSG00000160223	ENST00000344330	927.0	1470	18311
ENSG00000160223	ENST00000400377	555.0	3387	14613
ENSG00000160223	ENST00000400379	1419.0	4317	14183
ENSG00000160223	ENST00000407780	906.0	7078	17953
ENSG00000160223	ENST00000643466	1083.0	3887	25562
ENSG00000160223	ENST00000700350	105.0	3513	14144
ENSG00000160223	ENST00000700352	783.0	3103	14101
ENSG00000160223	ENST00000700355	912.0	3089	13462
ENSG00000160223	ENST00000700356	105.0	2938	13477
ENSG00000160223	ENST00000700357	105.0	2697	13472
ENSG00000160223	ENST00000700358	651.0	2558	13474
ENSG00000160223	ENST00000700359	231.0	998	12025
ENSG00000160223	ENST00000700360	643.0	865	10888
ENSG00000160223	ENST00000700361	720.0	3688	8537
ENSG00000160224	ENST00000291582	1635.0	2690	12773
ENSG00000160226	ENST00000325223	765.0	1283	9512
ENSG00000160226	ENST00000339818	768.0	2221	10447
ENSG00000160226	ENST00000397956	1125.0	1634	9503
ENSG00000160233	ENST00000291592	771.0	5845	6687
ENSG00000160255	ENST00000302347	2379.0	2867	34935
ENSG00000160255	ENST00000320216	966.0	966	11564
ENSG00000160255	ENST00000355153	2307.0	2913	42886
ENSG00000160255	ENST00000397846	324.0	422	12910
ENSG00000160255	ENST00000397850	2307.0	3178	42921
ENSG00000160255	ENST00000397852	2307.0	2769	24874
ENSG00000160255	ENST00000397854	2136.0	2592	34903
ENSG00000160255	ENST00000397857	2307.0	2813	25508
ENSG00000160255	ENST00000517563	361.0	571	25216
ENSG00000160255	ENST00000517819	211.0	527	14102
ENSG00000160255	ENST00000520389	279.0	568	17413
ENSG00000160255	ENST00000521995	147.0	556	21706
ENSG00000160255	ENST00000522688	149.0	606	17435
ENSG00000160255	ENST00000522931	480.0	573	10900
ENSG00000160255	ENST00000523323	213.0	2823	34920
ENSG00000160255	ENST00000523663	499.0	680	7813
ENSG00000160255	ENST00000524251	111.0	568	13975
ENSG00000160255	ENST00000652462	2307.0	2807	34947
ENSG00000160256	ENST00000291634	690.0	892	36945
ENSG00000160256	ENST00000397826	645.0	847	36945
ENSG00000160256	ENST00000458015	610.0	643	29240
ENSG00000160282	ENST00000291670	1623.0	1905	19306
ENSG00000160282	ENST00000397743	1485.0	1834	18789
ENSG00000160282	ENST00000397746	1623.0	1890	18801
ENSG00000160282	ENST00000397748	1716.0	1955	19306
ENSG00000160282	ENST00000446405	398.0	436	1794
ENSG00000160282	ENST00000460011	159.0	1255	6475
ENSG00000160282	ENST00000494498	357.0	1296	6542
ENSG00000160284	ENST00000291672	1020.0	2304	23300
ENSG00000160284	ENST00000330205	558.0	1182	23329
ENSG00000160285	ENST00000356396	2196.0	2995	40682
ENSG00000160285	ENST00000397728	2196.0	4886	40329
ENSG00000160285	ENST00000419093	406.0	517	6107
ENSG00000160285	ENST00000450351	786.0	853	12380
ENSG00000160285	ENST00000457828	1956.0	4390	39701
ENSG00000160285	ENST00000522411	2163.0	2523	37999
ENSG00000160294	ENST00000291688	5940.0	6403	50479
ENSG00000160294	ENST00000397708	5940.0	6333	51165
ENSG00000160294	ENST00000426537	282.0	876	1180
ENSG00000160298	ENST00000291691	966.0	2970	22741
ENSG00000160298	ENST00000397679	648.0	2900	18004
ENSG00000160298	ENST00000397680	648.0	2624	22724
ENSG00000160298	ENST00000397682	648.0	2941	22746
ENSG00000160298	ENST00000397683	648.0	1674	20396
ENSG00000160298	ENST00000417060	852.0	1072	17696
ENSG00000160298	ENST00000445935	136.0	1931	8999
ENSG00000160298	ENST00000491666	717.0	1196	18026
ENSG00000160299	ENST00000359568	10008.0	10526	121614
ENSG00000160299	ENST00000418394	2323.0	2689	19858
ENSG00000160299	ENST00000466474	1389.0	4037	65512
ENSG00000160299	ENST00000480896	9417.0	10485	120882
ENSG00000160299	ENST00000490468	774.0	1415	25660
ENSG00000160299	ENST00000695526	2138.0	2206	39378
ENSG00000160299	ENST00000695528	4041.0	4468	33852
ENSG00000160299	ENST00000695530	2239.0	2662	19908
ENSG00000160299	ENST00000695558	10041.0	10559	121614
ENSG00000160299	ENST00000703224	927.0	10699	121614
ENSG00000160305	ENST00000400274	4701.0	7023	110810
ENSG00000160305	ENST00000417564	4713.0	7350	111125
ENSG00000160305	ENST00000435722	2523.0	2760	88149
ENSG00000160305	ENST00000457905	2667.0	3044	91161
ENSG00000160305	ENST00000466639	2394.0	2711	88229
ENSG00000160305	ENST00000651436	4743.0	6946	110691
ENSG00000160307	ENST00000291700	276.0	1109	6479
ENSG00000160307	ENST00000367071	282.0	971	6247
ENSG00000160307	ENST00000397648	276.0	839	3613
ENSG00000160310	ENST00000291705	684.0	1011	28832
ENSG00000160310	ENST00000334494	852.0	1334	16666
ENSG00000160310	ENST00000355680	1299.0	2354	29451
ENSG00000160310	ENST00000397628	759.0	954	14220
ENSG00000160310	ENST00000397637	1299.0	2880	29302
ENSG00000160310	ENST00000397638	1299.0	2131	29337
ENSG00000160310	ENST00000440086	993.0	1932	29444
ENSG00000160310	ENST00000451211	867.0	1878	29523
ENSG00000160310	ENST00000455177	581.0	581	8610
ENSG00000160310	ENST00000458387	903.0	1874	29523
ENSG00000166265	ENST00000299340	462.0	3072	107047
ENSG00000166265	ENST00000400043	396.0	735	95206
ENSG00000166265	ENST00000652641	465.0	3099	107071
ENSG00000166351	ENST00000299443	1752.0	6464	36047
ENSG00000166351	ENST00000620442	1143.0	1988	15685
ENSG00000166979	ENST00000300255	1323.0	1671	102682
ENSG00000166979	ENST00000382699	1314.0	1668	102688
ENSG00000166979	ENST00000401402	1179.0	1558	102713
ENSG00000166979	ENST00000412833	460.0	936	66804
ENSG00000166979	ENST00000435323	210.0	1601	102953
ENSG00000166979	ENST00000437338	210.0	1745	102953
ENSG00000166979	ENST00000457807	576.0	1548	102837
ENSG00000170262	ENST00000303645	516.0	930	13436
ENSG00000170262	ENST00000339944	306.0	440	15813
ENSG00000170262	ENST00000399784	516.0	1000	20478
ENSG00000171189	ENST00000327783	2847.0	3643	403064
ENSG00000171189	ENST00000389124	2613.0	2712	401827
ENSG00000171189	ENST00000389125	2715.0	3140	402693
ENSG00000171189	ENST00000399907	2754.0	5861	389050
ENSG00000171189	ENST00000399909	2709.0	3427	386661
ENSG00000171189	ENST00000399913	2760.0	3234	402742
ENSG00000171189	ENST00000399914	2802.0	3624	403090
ENSG00000171587	ENST00000400454	6036.0	8571	836160
ENSG00000171587	ENST00000404019	5238.0	5374	340754
ENSG00000171587	ENST00000617870	5541.0	6176	356857
ENSG00000173276	ENST00000310826	3198.0	7452	23530
ENSG00000173276	ENST00000398497	148.0	555	16419
ENSG00000173276	ENST00000398499	3198.0	5806	21730
ENSG00000173276	ENST00000398505	2595.0	6846	23527
ENSG00000173276	ENST00000398511	3198.0	5608	21751
ENSG00000173276	ENST00000425521	356.0	607	14318
ENSG00000173276	ENST00000449949	148.0	463	16410
ENSG00000173638	ENST00000311124	1773.0	4991	29876
ENSG00000173638	ENST00000380010	1467.0	1884	27757
ENSG00000173638	ENST00000417954	806.0	3572	37970
ENSG00000173638	ENST00000427839	547.0	648	10048
ENSG00000173638	ENST00000443742	464.0	777	12527
ENSG00000173638	ENST00000485649	1653.0	1896	19189
ENSG00000173638	ENST00000528477	182.0	580	6625
ENSG00000173638	ENST00000567670	1635.0	2029	46211
ENSG00000173638	ENST00000650808	1467.0	2154	48401
ENSG00000175894	ENST00000323084	2007.0	3958	213680
ENSG00000175894	ENST00000642437	114.0	2790	212450
ENSG00000177398	ENST00000400421	725.0	1106	18755
ENSG00000177398	ENST00000400424	3738.0	5516	80495
ENSG00000177398	ENST00000400427	4122.0	5442	80037
ENSG00000177398	ENST00000408910	3954.0	4879	71680
ENSG00000177398	ENST00000408989	4338.0	5262	71679
ENSG00000177398	ENST00000466434	521.0	1150	18755
ENSG00000177398	ENST00000468982	326.0	1093	18755
ENSG00000177398	ENST00000485357	233.0	1082	18755
ENSG00000177398	ENST00000491559	413.0	1262	18755
ENSG00000177398	ENST00000497243	338.0	917	18755
ENSG00000177692	ENST00000314399	1164.0	1625	3266
ENSG00000177692	ENST00000381947	1164.0	1485	3662
ENSG00000177692	ENST00000402202	1164.0	1480	3473
ENSG00000180509	ENST00000337385	387.0	3347	64652
ENSG00000180509	ENST00000399284	387.0	666	61999
ENSG00000180509	ENST00000399286	387.0	3505	65521
ENSG00000180509	ENST00000399289	387.0	3154	12915
ENSG00000180509	ENST00000416357	387.0	796	6497
ENSG00000180509	ENST00000432085	387.0	3184	12917
ENSG00000180509	ENST00000611936	387.0	3222	64638
ENSG00000180509	ENST00000621601	387.0	3148	13251
ENSG00000180530	ENST00000318948	3474.0	7751	103766
ENSG00000180530	ENST00000400199	3474.0	7562	103700
ENSG00000180530	ENST00000400202	3474.0	7671	103766
ENSG00000180530	ENST00000411932	197.0	720	34373
ENSG00000180530	ENST00000638122	38.0	543	97661
ENSG00000182093	ENST00000380708	420.0	1464	10125
ENSG00000182093	ENST00000380713	349.0	768	7188
ENSG00000182093	ENST00000398753	420.0	699	16659
ENSG00000182093	ENST00000415847	417.0	1178	28918
ENSG00000182093	ENST00000442773	106.0	541	10317
ENSG00000182093	ENST00000466787	207.0	1416	9464
ENSG00000182093	ENST00000478273	43.0	366	17660
ENSG00000182093	ENST00000623703	516.0	1392	33935
ENSG00000182093	ENST00000647678	177.0	1437	18349
ENSG00000182093	ENST00000647911	309.0	2255	48114
ENSG00000182093	ENST00000649100	309.0	3147	35019
ENSG00000182093	ENST00000649170	522.0	1534	17564
ENSG00000182093	ENST00000649224	405.0	1292	17072
ENSG00000182093	ENST00000649499	286.0	2029	37676
ENSG00000182093	ENST00000649822	216.0	1437	17411
ENSG00000182093	ENST00000650376	420.0	1427	18173
ENSG00000182240	ENST00000328735	1188.0	2824	108797
ENSG00000182240	ENST00000330333	1554.0	8567	114371
ENSG00000182240	ENST00000347667	1404.0	8764	114718
ENSG00000182362	ENST00000329319	501.0	1019	11368
ENSG00000182362	ENST00000339195	372.0	890	11368
ENSG00000182362	ENST00000397691	501.0	764	11107
ENSG00000182362	ENST00000397692	237.0	433	11368
ENSG00000182362	ENST00000397694	366.0	534	11340
ENSG00000182362	ENST00000397701	501.0	739	11410
ENSG00000182591	ENST00000332378	489.0	937	937
ENSG00000182670	ENST00000354749	6075.0	9084	117323
ENSG00000182670	ENST00000399010	900.0	2115	25809
ENSG00000182670	ENST00000399017	6075.0	10363	121517
ENSG00000182670	ENST00000411496	6129.0	7775	129733
ENSG00000182670	ENST00000414818	831.0	831	8718
ENSG00000182670	ENST00000418766	6075.0	7842	129854
ENSG00000182670	ENST00000428693	949.0	999	10288
ENSG00000182670	ENST00000438055	3497.0	3606	92499
ENSG00000182670	ENST00000450533	6075.0	7695	129816
ENSG00000182670	ENST00000463216	5145.0	6926	129794
ENSG00000182670	ENST00000479930	600.0	8998	117323
ENSG00000182670	ENST00000481605	2299.0	2691	92440
ENSG00000182670	ENST00000485402	216.0	3626	92508
ENSG00000182670	ENST00000492275	5145.0	6577	129554
ENSG00000182670	ENST00000540756	1836.0	2025	80043
ENSG00000182670	ENST00000696811	6129.0	7021	129807
ENSG00000182670	ENST00000696812	1389.0	6757	129808
ENSG00000182816	ENST00000399889	525.0	882	882
ENSG00000182871	ENST00000342220	2061.0	3386	23446
ENSG00000182871	ENST00000355480	4557.0	5891	58199
ENSG00000182871	ENST00000359759	5262.0	6586	58189
ENSG00000182871	ENST00000423214	839.0	839	6906
ENSG00000182871	ENST00000651438	4017.0	5408	108556
ENSG00000183036	ENST00000328619	186.0	534	61955
ENSG00000183036	ENST00000462224	93.0	683	61959
ENSG00000183067	ENST00000380588	1221.0	2275	56899
ENSG00000183145	ENST00000329553	570.0	2099	12961
ENSG00000183255	ENST00000330938	540.0	2600	24093
ENSG00000183255	ENST00000397886	477.0	755	10527
ENSG00000183255	ENST00000397887	321.0	2413	24125
ENSG00000183255	ENST00000445724	426.0	2497	24318
ENSG00000183421	ENST00000332512	2352.0	3831	27680
ENSG00000183421	ENST00000352483	2496.0	4016	27721
ENSG00000183486	ENST00000330714	2145.0	3408	47367
ENSG00000183486	ENST00000416447	43.0	843	6737
ENSG00000183486	ENST00000418103	603.0	1257	28858
ENSG00000183486	ENST00000435611	2145.0	3485	47323
ENSG00000183486	ENST00000436410	388.0	582	15929
ENSG00000183486	ENST00000481838	287.0	562	9042
ENSG00000183486	ENST00000680862	2145.0	3509	38878
ENSG00000183527	ENST00000331573	864.0	1754	8683
ENSG00000183527	ENST00000380900	801.0	907	7899
ENSG00000183527	ENST00000411828	37.0	959	7700
ENSG00000183527	ENST00000431628	189.0	760	7796
ENSG00000183570	ENST00000400304	1083.0	1086	45413
ENSG00000183570	ENST00000400305	966.0	1717	46185
ENSG00000183570	ENST00000400308	1035.0	1911	92494
ENSG00000183570	ENST00000400309	1110.0	1986	92494
ENSG00000183570	ENST00000400310	1053.0	2168	94292
ENSG00000183570	ENST00000400314	1113.0	2202	298761
ENSG00000183570	ENST00000449640	1083.0	1278	91717
ENSG00000183570	ENST00000549265	16.0	243	2433
ENSG00000183570	ENST00000681687	1113.0	2282	298726
ENSG00000183640	ENST00000329621	189.0	578	578
ENSG00000183778	ENST00000343118	930.0	1185	19108
ENSG00000183778	ENST00000380618	930.0	2763	5563
ENSG00000183778	ENST00000380620	930.0	13170	116696
ENSG00000183778	ENST00000398714	930.0	1293	31202
ENSG00000183778	ENST00000615480	930.0	1290	48622
ENSG00000183778	ENST00000682542	930.0	1416	19108
ENSG00000183778	ENST00000683344	930.0	1524	31202
ENSG00000183778	ENST00000684187	930.0	13097	60198
ENSG00000183778	ENST00000684495	930.0	1455	48448
ENSG00000183844	ENST00000357985	705.0	1317	40927
ENSG00000183844	ENST00000398646	774.0	1026	34612
ENSG00000183844	ENST00000398647	561.0	864	40618
ENSG00000183844	ENST00000398652	822.0	1125	40618
ENSG00000184012	ENST00000332149	1476.0	3450	43854
ENSG00000184012	ENST00000398585	1587.0	3240	43513
ENSG00000184012	ENST00000424093	1356.0	1427	41951
ENSG00000184012	ENST00000454499	1476.0	1913	64975
ENSG00000184012	ENST00000455813	238.0	454	12249
ENSG00000184012	ENST00000458356	1476.0	1877	42150
ENSG00000184012	ENST00000676973	1476.0	4090	43396
ENSG00000184012	ENST00000677680	696.0	3566	43854
ENSG00000184012	ENST00000678171	1494.0	3446	43854
ENSG00000184012	ENST00000678348	1476.0	3832	43853
ENSG00000184012	ENST00000678743	1152.0	3156	43854
ENSG00000184012	ENST00000678959	141.0	3326	43854
ENSG00000184012	ENST00000679016	1269.0	3243	43854
ENSG00000184012	ENST00000679054	1476.0	3945	43842
ENSG00000184012	ENST00000679181	1230.0	3695	33885
ENSG00000184012	ENST00000679263	1635.0	3623	47809
ENSG00000184032	ENST00000330798	195.0	414	414
ENSG00000184221	ENST00000382348	813.0	2273	2273
ENSG00000184221	ENST00000426947	95.0	1083	1449
ENSG00000184351	ENST00000390689	270.0	662	662
ENSG00000184724	ENST00000329122	213.0	500	500
ENSG00000184787	ENST00000330942	411.0	721	30480
ENSG00000184787	ENST00000345496	495.0	3367	33241
ENSG00000184787	ENST00000478200	297.0	637	28279
ENSG00000184787	ENST00000491513	144.0	744	30545
ENSG00000184900	ENST00000332859	309.0	1740	12446
ENSG00000184900	ENST00000397893	441.0	520	9698
ENSG00000184900	ENST00000397898	405.0	1779	12435
ENSG00000184900	ENST00000411651	423.0	1921	12513
ENSG00000185272	ENST00000400577	843.0	1955	12216
ENSG00000185437	ENST00000333634	528.0	1109	63535
ENSG00000185437	ENST00000380631	384.0	780	69266
ENSG00000185437	ENST00000380634	384.0	816	69491
ENSG00000185437	ENST00000380637	384.0	1014	69652
ENSG00000185437	ENST00000423596	243.0	246	49242
ENSG00000185437	ENST00000440288	318.0	585	65776
ENSG00000185437	ENST00000447939	162.0	512	15684
ENSG00000185437	ENST00000452550	409.0	865	63384
ENSG00000185437	ENST00000458295	291.0	812	69396
ENSG00000185437	ENST00000698170	297.0	765	16917
ENSG00000185658	ENST00000333229	6960.0	10141	129644
ENSG00000185658	ENST00000341322	360.0	2495	17206
ENSG00000185658	ENST00000342449	6807.0	17728	128151
ENSG00000185658	ENST00000380800	6597.0	7605	119774
ENSG00000185658	ENST00000412604	1399.0	1756	43495
ENSG00000185658	ENST00000424441	1356.0	1356	27027
ENSG00000185658	ENST00000430093	796.0	1656	43496
ENSG00000185658	ENST00000445245	703.0	1682	43496
ENSG00000185658	ENST00000445668	1225.0	1593	43496
ENSG00000185658	ENST00000446924	1920.0	4990	77696
ENSG00000185658	ENST00000455867	1644.0	1644	43495
ENSG00000185808	ENST00000360525	402.0	707	7698
ENSG00000185808	ENST00000399098	324.0	972	7797
ENSG00000185808	ENST00000399102	402.0	688	7527
ENSG00000185808	ENST00000399103	402.0	656	7638
ENSG00000185808	ENST00000430792	77.0	803	3446
ENSG00000185808	ENST00000464265	474.0	3437	9966
ENSG00000185917	ENST00000332131	1320.0	2991	25986
ENSG00000185917	ENST00000399201	849.0	1212	35704
ENSG00000185917	ENST00000399205	849.0	1208	16628
ENSG00000185917	ENST00000399207	921.0	1160	16548
ENSG00000185917	ENST00000399208	921.0	1165	16679
ENSG00000185917	ENST00000399212	1248.0	3258	25986
ENSG00000185917	ENST00000399215	1320.0	4272	25721
ENSG00000185917	ENST00000424303	694.0	796	14750
ENSG00000185917	ENST00000429161	677.0	745	14683
ENSG00000185917	ENST00000442559	210.0	431	11979
ENSG00000185917	ENST00000443703	201.0	707	6654
ENSG00000185917	ENST00000446166	372.0	754	14663
ENSG00000186866	ENST00000331343	1272.0	4825	23971
ENSG00000186866	ENST00000334538	1140.0	3077	23971
ENSG00000186866	ENST00000349485	1287.0	2861	23961
ENSG00000186866	ENST00000451615	795.0	795	17994
ENSG00000186866	ENST00000612472	636.0	2959	23968
ENSG00000186866	ENST00000615172	423.0	2472	13432
ENSG00000186924	ENST00000334680	144.0	296	296
ENSG00000186925	ENST00000334046	174.0	330	330
ENSG00000186930	ENST00000334897	186.0	313	313
ENSG00000186965	ENST00000334055	156.0	394	394
ENSG00000186967	ENST00000334058	252.0	342	342
ENSG00000186970	ENST00000334067	411.0	595	595
ENSG00000186971	ENST00000334068	480.0	807	807
ENSG00000186977	ENST00000334151	216.0	485	485
ENSG00000186980	ENST00000334160	195.0	208	208
ENSG00000187005	ENST00000335093	237.0	414	414
ENSG00000187026	ENST00000333892	249.0	466	466
ENSG00000187175	ENST00000391617	288.0	588	588
ENSG00000187766	ENST00000334662	777.0	876	876
ENSG00000188155	ENST00000400368	1095.0	1238	1238
ENSG00000188694	ENST00000340345	762.0	1642	1642
ENSG00000188992	ENST00000400211	1125.0	1233	101992
ENSG00000188992	ENST00000536861	1362.0	1511	101999
ENSG00000188992	ENST00000614229	1290.0	1439	101999
ENSG00000188992	ENST00000679868	885.0	1027	101992
ENSG00000188992	ENST00000680487	1104.0	1633	101992
ENSG00000188992	ENST00000680801	1275.0	1424	101999
ENSG00000188992	ENST00000681601	1380.0	1673	102143
ENSG00000189169	ENST00000400365	735.0	873	873
ENSG00000197381	ENST00000348831	2103.0	6902	151981
ENSG00000197381	ENST00000360697	2223.0	6604	54919
ENSG00000197381	ENST00000389861	2103.0	5031	151961
ENSG00000197381	ENST00000389863	2142.0	3563	151961
ENSG00000197381	ENST00000437626	2223.0	5032	151960
ENSG00000197381	ENST00000449478	2223.0	3013	147680
ENSG00000197381	ENST00000492414	2103.0	4913	151961
ENSG00000197381	ENST00000496664	2223.0	5033	151961
ENSG00000197381	ENST00000705392	2250.0	2518	69854
ENSG00000197381	ENST00000705393	2199.0	2792	73491
ENSG00000197683	ENST00000360542	630.0	1192	1192
ENSG00000198390	ENST00000355459	516.0	792	792
ENSG00000198743	ENST00000381151	2154.0	11566	32683
ENSG00000198862	ENST00000361371	5298.0	7677	64734
ENSG00000198862	ENST00000389194	5298.0	7749	64806
ENSG00000198862	ENST00000389195	2301.0	2714	31633
ENSG00000198862	ENST00000483326	1096.0	1753	19867
ENSG00000198862	ENST00000614971	5436.0	7756	64813
ENSG00000205439	ENST00000397907	288.0	410	410
ENSG00000205445	ENST00000391621	765.0	1149	1149
ENSG00000205581	ENST00000288344	144.0	1303	6677
ENSG00000205581	ENST00000380747	348.0	709	6769
ENSG00000205581	ENST00000380748	270.0	829	6362
ENSG00000205581	ENST00000380749	300.0	1271	6774
ENSG00000205581	ENST00000419378	135.0	850	6253
ENSG00000205581	ENST00000431390	135.0	1552	6826
ENSG00000205581	ENST00000436324	132.0	1045	6443
ENSG00000205581	ENST00000443046	132.0	823	6046
ENSG00000205581	ENST00000652622	165.0	1621	6674
ENSG00000205670	ENST00000399292	174.0	840	13645
ENSG00000205670	ENST00000399295	174.0	1074	13550
ENSG00000205670	ENST00000399299	204.0	1033	27278
ENSG00000205670	ENST00000474455	174.0	1857	11066
ENSG00000205670	ENST00000652570	174.0	5529	40905
ENSG00000205726	ENST00000379960	711.0	3026	86529
ENSG00000205726	ENST00000381283	1084.0	1116	53486
ENSG00000205726	ENST00000381284	949.0	949	27658
ENSG00000205726	ENST00000381285	2631.0	6107	246828
ENSG00000205726	ENST00000381291	3660.0	5437	196017
ENSG00000205726	ENST00000381318	5163.0	16972	257361
ENSG00000205726	ENST00000399338	3060.0	3115	98805
ENSG00000205726	ENST00000399349	3432.0	5191	195999
ENSG00000205726	ENST00000399352	3645.0	5408	196003
ENSG00000205726	ENST00000399353	3534.0	3913	194619
ENSG00000205726	ENST00000399355	3447.0	4003	194796
ENSG00000205726	ENST00000399367	5148.0	5722	246126
ENSG00000205726	ENST00000415023	519.0	519	10995
ENSG00000205726	ENST00000419241	231.0	779	19863
ENSG00000205726	ENST00000420666	197.0	422	11020
ENSG00000205726	ENST00000437126	229.0	514	16014
ENSG00000205726	ENST00000440794	778.0	936	17814
ENSG00000205726	ENST00000444491	346.0	827	92753
ENSG00000205726	ENST00000451686	235.0	501	92552
ENSG00000205726	ENST00000456489	178.0	485	586
ENSG00000205758	ENST00000290244	1002.0	1685	52533
ENSG00000205758	ENST00000361534	975.0	2224	47253
ENSG00000205758	ENST00000381540	966.0	1482	52281
ENSG00000205758	ENST00000381554	1047.0	1598	52401
ENSG00000205758	ENST00000399442	72.0	612	1977
ENSG00000205758	ENST00000413017	339.0	627	25436
ENSG00000205758	ENST00000414079	291.0	408	7387
ENSG00000205758	ENST00000417979	322.0	504	39398
ENSG00000205758	ENST00000420072	594.0	2558	47677
ENSG00000205758	ENST00000426935	474.0	629	42550
ENSG00000205758	ENST00000429827	549.0	1935	47099
ENSG00000205758	ENST00000431177	544.0	607	31436
ENSG00000205758	ENST00000437996	49.0	595	12497
ENSG00000205758	ENST00000438788	59.0	620	12434
ENSG00000205758	ENST00000440526	721.0	1026	26912
ENSG00000205758	ENST00000441940	332.0	535	7857
ENSG00000205758	ENST00000445393	591.0	824	52114
ENSG00000205758	ENST00000452420	286.0	1556	24093
ENSG00000205927	ENST00000333337	969.0	3262	3262
ENSG00000205927	ENST00000382357	969.0	2477	3251
ENSG00000205927	ENST00000430860	187.0	575	1115
ENSG00000205929	ENST00000382373	798.0	878	20005
ENSG00000205929	ENST00000479548	657.0	4081	23031
ENSG00000205929	ENST00000487113	657.0	1009	20115
ENSG00000205929	ENST00000490358	657.0	1155	20180
ENSG00000206102	ENST00000382822	189.0	318	318
ENSG00000206104	ENST00000382826	132.0	273	273
ENSG00000206105	ENST00000382828	132.0	224	224
ENSG00000206106	ENST00000382830	135.0	293	293
ENSG00000206107	ENST00000382835	621.0	682	682
ENSG00000212933	ENST00000391618	336.0	447	447
ENSG00000212935	ENST00000391620	663.0	1006	1006
ENSG00000212938	ENST00000391624	330.0	636	636
ENSG00000215454	ENST00000400374	1203.0	1643	1643
ENSG00000215455	ENST00000400375	846.0	1215	1215
ENSG00000221837	ENST00000397911	876.0	1286	1286
ENSG00000221859	ENST00000380095	753.0	1100	1100
ENSG00000221864	ENST00000360770	438.0	739	739
ENSG00000222018	ENST00000410005	753.0	961	961
ENSG00000231068	ENST00000444335	174.0	253	253
ENSG00000232263	ENST00000416044	306.0	370	370
ENSG00000233056	ENST00000447535	480.0	2774	8828
ENSG00000234289	ENST00000599962	378.0	467	467
ENSG00000240432	ENST00000390690	516.0	547	547
ENSG00000241123	ENST00000400372	813.0	1150	1150
ENSG00000241837	ENST00000290299	639.0	756	12352
ENSG00000241837	ENST00000417181	120.0	462	3957
ENSG00000241837	ENST00000418933	256.0	415	5640
ENSG00000241837	ENST00000429064	76.0	442	3960
ENSG00000241837	ENST00000431254	220.0	583	12309
ENSG00000241837	ENST00000652380	465.0	816	12360
ENSG00000241945	ENST00000291576	2757.0	3188	23783
ENSG00000241945	ENST00000456705	560.0	604	8372
ENSG00000242220	ENST00000300258	645.0	3805	11803
ENSG00000242220	ENST00000472557	387.0	744	8887
ENSG00000242220	ENST00000582575	573.0	635	10525
ENSG00000242220	ENST00000673699	264.0	1368	7741
ENSG00000242220	ENST00000673793	372.0	904	8827
ENSG00000242220	ENST00000674141	367.0	1374	15983
ENSG00000242220	ENST00000674156	645.0	898	8853
ENSG00000243489	ENST00000334670	894.0	1237	1237
ENSG00000243627	ENST00000450895	417.0	1035	5237
ENSG00000243646	ENST00000290200	975.0	1941	30855
ENSG00000243646	ENST00000422891	213.0	786	29858
ENSG00000243646	ENST00000451065	648.0	898	19739
ENSG00000243646	ENST00000609556	939.0	4107	45022
ENSG00000243646	ENST00000637650	807.0	2092	43798
ENSG00000243927	ENST00000399312	375.0	931	69453
ENSG00000244025	ENST00000334063	243.0	552	552
ENSG00000244362	ENST00000334849	189.0	440	440
ENSG00000244624	ENST00000334664	168.0	275	275
ENSG00000249209	ENST00000429238	727.0	1078	346921
ENSG00000249624	ENST00000432231	335.0	753	34498
ENSG00000249624	ENST00000433395	1635.0	2112	66578
ENSG00000249624	ENST00000646150	1545.0	3770	67260
ENSG00000249624	ENST00000682009	711.0	2941	67243
ENSG00000249624	ENST00000683116	1545.0	3943	67269
ENSG00000265590	ENST00000431216	891.0	891	33325
ENSG00000265590	ENST00000553001	756.0	1624	32055
ENSG00000265590	ENST00000673072	1038.0	2261	40015
ENSG00000265590	ENST00000673633	1038.0	4127	84331
ENSG00000265590	ENST00000673694	565.0	2162	37535
ENSG00000265590	ENST00000673722	1038.0	3226	80247
ENSG00000265590	ENST00000673727	1038.0	3316	45909
ENSG00000265590	ENST00000673740	572.0	1369	201682
ENSG00000265590	ENST00000673807	1167.0	4781	39081
ENSG00000265590	ENST00000673870	401.0	401	25475
ENSG00000265590	ENST00000673879	1167.0	4423	45947
ENSG00000265590	ENST00000673900	1038.0	3712	45914
ENSG00000265590	ENST00000673945	951.0	3883	38399
ENSG00000265590	ENST00000673984	424.0	1867	70604
ENSG00000265590	ENST00000673985	1119.0	3001	46145
